prompt_id,category,removed,n_tokens,n_words,len_ratio,stopped_early,divergence_tok,diverged,prefix_frac,uni_f1,big_f1,distinct_1,distinct_2,distinct_3,loop_onset,looped_frac,ttr,mean_sent_len,py_parse_frac
procedure_03,procedure,2,1024,843,1.0,0.0,54,1.0,0.052734375,0.587890625,0.36363636363636365,0.146484375,0.2697947214076246,0.350293542074364,381,0.7412109375,0.1767497034400949,8.43,
procedure_03,procedure,3,1024,871,1.0,0.0,2,1.0,0.001953125,0.6171875,0.37927663734115347,0.1513671875,0.27370478983382207,0.34148727984344424,396,0.82421875,0.1756601607347876,8.71,
procedure_04,procedure,0,1024,837,1.0,0.0,0,0.0,1.0,1.0,1.0,0.232421875,0.436950146627566,0.5440313111545988,607,0.4521484375,0.2807646356033453,9.732558139534884,
procedure_04,procedure,1,1024,838,1.0,0.0,77,1.0,0.0751953125,0.6142578125,0.34995112414467255,0.1689453125,0.2991202346041056,0.36203522504892366,375,0.7353515625,0.19451073985680192,9.976190476190476,
procedure_04,procedure,2,1024,805,1.0,0.0,10,1.0,0.009765625,0.5595703125,0.26099706744868034,0.203125,0.37732160312805474,0.46771037181996084,1024,0.7470703125,0.24720496894409938,6.822033898305085,
procedure_04,procedure,3,1024,801,1.0,0.0,271,1.0,0.2646484375,0.859375,0.7634408602150536,0.2294921875,0.43499511241446726,0.550880626223092,767,0.4560546875,0.2908863920099875,8.706521739130435,
procedure_05,procedure,0,1024,895,1.0,0.0,0,0.0,1.0,1.0,1.0,0.25390625,0.5053763440860215,0.639921722113503,698,0.3017578125,0.29720670391061454,18.26530612244898,
procedure_05,procedure,1,1024,834,1.0,0.0,221,1.0,0.2158203125,0.4921875,0.2805474095796676,0.1767578125,0.3313782991202346,0.4050880626223092,392,0.751953125,0.2170263788968825,9.928571428571429,
procedure_05,procedure,2,1024,892,1.0,0.0,319,1.0,0.3115234375,0.8583984375,0.7595307917888563,0.2412109375,0.47702834799608995,0.589041095890411,537,0.4736328125,0.273542600896861,17.84,
procedure_05,procedure,3,1024,877,1.0,0.0,486,1.0,0.474609375,0.8603515625,0.7732160312805474,0.2529296875,0.4975562072336266,0.6135029354207436,561,0.3974609375,0.29874572405929306,17.19607843137255,
procedure_06,procedure,0,1024,825,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1826171875,0.3206256109481916,0.38747553816046965,366,0.7392578125,0.2193939393939394,8.088235294117647,
procedure_06,procedure,1,1024,800,1.0,0.0,16,1.0,0.015625,0.5869140625,0.35581622678396874,0.1796875,0.33822091886608013,0.41487279843444225,471,0.705078125,0.23,8.695652173913043,
procedure_06,procedure,2,1024,819,1.0,0.0,16,1.0,0.015625,0.626953125,0.38807429130009774,0.2392578125,0.47702834799608995,0.5841487279843445,658,0.52734375,0.3064713064713065,8.806451612903226,
procedure_06,procedure,3,1024,876,1.0,0.0,16,1.0,0.015625,0.4609375,0.18084066471163246,0.1806640625,0.33724340175953077,0.3904109589041096,449,0.77734375,0.20205479452054795,14.360655737704919,
procedure_07,procedure,0,1024,886,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2607421875,0.5591397849462365,0.6771037181996086,712,0.26953125,0.30812641083521447,17.03846153846154,
procedure_07,procedure,1,1024,878,1.0,0.0,127,1.0,0.1240234375,0.60546875,0.3460410557184751,0.20703125,0.4574780058651026,0.5782778864970646,793,0.521484375,0.2437357630979499,13.104477611940299,
procedure_07,procedure,2,1024,882,1.0,0.0,127,1.0,0.1240234375,0.6015625,0.3421309872922776,0.2021484375,0.44281524926686217,0.5547945205479452,753,0.609375,0.23922902494331066,13.164179104477611,
procedure_07,procedure,3,1024,879,1.0,0.0,127,1.0,0.1240234375,0.609375,0.34310850439882695,0.2041015625,0.4467253176930596,0.5606653620352251,756,0.603515625,0.23890784982935154,13.119402985074627,
procedure_08,procedure,0,1024,922,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2138671875,0.44281524926686217,0.5440313111545988,745,0.6494140625,0.24295010845986983,21.441860465116278,
procedure_08,procedure,1,1024,852,1.0,0.0,71,1.0,0.0693359375,0.5068359375,0.24144672531769307,0.1865234375,0.3489736070381232,0.41193737769080235,415,0.765625,0.21948356807511737,12.347826086956522,
procedure_08,procedure,2,1024,779,1.0,0.0,4,1.0,0.00390625,0.341796875,0.10557184750733138,0.17578125,0.2961876832844575,0.3649706457925636,1024,0.7900390625,0.21822849807445444,6.282258064516129,
procedure_08,procedure,3,1024,849,1.0,0.0,62,1.0,0.060546875,0.4951171875,0.23949169110459434,0.205078125,0.4027370478983382,0.487279843444227,526,0.6806640625,0.24381625441696114,11.95774647887324,
procedure_09,procedure,0,1024,822,1.0,0.0,0,0.0,1.0,1.0,1.0,0.26953125,0.6119257086999023,0.799412915851272,1024,0.0390625,0.36253041362530414,9.55813953488372,
procedure_09,procedure,1,1024,808,1.0,0.0,10,1.0,0.009765625,0.61328125,0.38807429130009774,0.283203125,0.624633431085044,0.8082191780821918,1024,0.01953125,0.3811881188118812,9.69047619047619,
procedure_09,procedure,2,1024,876,1.0,0.0,10,1.0,0.009765625,0.3544921875,0.11925708699902249,0.1181640625,0.23362658846529813,0.30724070450097846,501,0.634765625,0.14383561643835616,9.78888888888889,
procedure_09,procedure,3,1024,815,1.0,0.0,10,1.0,0.009765625,0.61328125,0.37341153470185723,0.2626953125,0.5855327468230694,0.7710371819960861,1024,0.064453125,0.34478527607361964,10.012195121951219,
procedure_10,procedure,0,1024,842,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2861328125,0.5610948191593352,0.6761252446183953,912,0.5,0.34560570071258906,7.135593220338983,
procedure_10,procedure,1,1024,847,1.0,0.0,225,1.0,0.2197265625,0.5849609375,0.40762463343108507,0.1572265625,0.28152492668621704,0.34148727984344424,278,0.8193359375,0.18417945690672963,7.4298245614035086,
procedure_10,procedure,2,1024,842,1.0,0.0,247,1.0,0.2412109375,0.7275390625,0.5043988269794721,0.232421875,0.45356793743890517,0.5538160469667319,645,0.5400390625,0.27790973871733965,7.654545454545454,
procedure_10,procedure,3,1024,839,1.0,0.0,247,1.0,0.2412109375,0.7158203125,0.4838709677419355,0.2451171875,0.47409579667644186,0.5684931506849316,661,0.583984375,0.2932061978545888,7.627272727272727,
procedure_11,procedure,0,1024,702,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2666015625,0.49364613880742914,0.649706457925636,1024,0.01953125,0.37464387464387466,4.105263157894737,
procedure_11,procedure,1,1024,752,1.0,0.0,272,1.0,0.265625,0.671875,0.5434995112414467,0.2548828125,0.46432062561094817,0.6007827788649707,1024,0.126953125,0.3337765957446808,4.131868131868132,
procedure_11,procedure,2,1024,820,1.0,0.0,2,1.0,0.001953125,0.3974609375,0.21994134897360704,0.2783203125,0.5366568914956011,0.6379647749510763,745,0.611328125,0.33658536585365856,7.961165048543689,
procedure_11,procedure,3,1024,642,1.0,0.0,267,1.0,0.2607421875,0.53515625,0.4643206256109481,0.2470703125,0.4574780058651026,0.5978473581213307,1024,0.0,0.38006230529595014,2.4692307692307693,
procedure_12,procedure,0,1024,907,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2060546875,0.39296187683284456,0.49412915851272016,1024,0.34375,0.24366041896361632,9.648936170212766,
procedure_12,procedure,1,1024,849,1.0,0.0,2,1.0,0.001953125,0.3369140625,0.09286412512218964,0.244140625,0.47702834799608995,0.576320939334638,657,0.541015625,0.28857479387514723,13.265625,
procedure_12,procedure,2,1024,814,1.0,0.0,2,1.0,0.001953125,0.3251953125,0.14565004887585534,0.1484375,0.2668621700879765,0.3268101761252446,251,0.7744140625,0.1855036855036855,8.306122448979592,
procedure_12,procedure,3,1024,863,1.0,0.0,2,1.0,0.001953125,0.384765625,0.13978494623655913,0.21875,0.43792766373411535,0.5352250489236791,501,0.5810546875,0.2665121668597914,17.612244897959183,
procedure_13,procedure,0,1024,923,1.0,0.0,0,0.0,1.0,1.0,1.0,0.14453125,0.25024437927663734,0.28180039138943247,350,0.8115234375,0.15276273022751896,20.511111111111113,
procedure_13,procedure,1,1024,777,1.0,0.0,131,1.0,0.1279296875,0.3994140625,0.19745845552297164,0.1845703125,0.35288367546432065,0.45401174168297453,1024,0.5546875,0.2187902187902188,9.25,
procedure_13,procedure,2,1024,837,1.0,0.0,4,1.0,0.00390625,0.4345703125,0.15249266862170088,0.216796875,0.41935483870967744,0.525440313111546,560,0.7177734375,0.26045400238948624,8.71875,
procedure_13,procedure,3,1024,917,1.0,0.0,4,1.0,0.00390625,0.619140625,0.3812316715542522,0.1298828125,0.2287390029325513,0.26418786692759294,306,0.7958984375,0.13740458015267176,19.104166666666668,
procedure_14,procedure,0,1024,870,1.0,0.0,0,0.0,1.0,1.0,1.0,0.177734375,0.32746823069403713,0.3659491193737769,413,1.0,0.19425287356321838,10.74074074074074,
procedure_14,procedure,1,1024,838,1.0,0.0,172,1.0,0.16796875,0.564453125,0.36950146627565983,0.259765625,0.5542521994134897,0.6722113502935421,819,0.333984375,0.2935560859188544,19.488372093023255,
procedure_14,procedure,2,1024,861,1.0,0.0,162,1.0,0.158203125,0.8466796875,0.7145650048875855,0.1767578125,0.32942326490713586,0.37573385518590996,433,1.0,0.19628339140534262,10.7625,
procedure_14,procedure,3,1024,855,1.0,0.0,106,1.0,0.103515625,0.5224609375,0.26881720430107525,0.2158203125,0.40371456500488756,0.4774951076320939,512,0.671875,0.25029239766081873,11.4,
reasoning_00,reasoning,0,1024,887,1.0,0.0,0,0.0,1.0,1.0,1.0,0.181640625,0.33528836754643204,0.39823874755381605,254,0.7978515625,0.20067643742953778,20.627906976744185,
reasoning_00,reasoning,1,1024,901,1.0,0.0,31,1.0,0.0302734375,0.673828125,0.45356793743890517,0.19921875,0.4291300097751711,0.5234833659491194,260,0.5771484375,0.23085460599334073,24.35135135135135,
reasoning_00,reasoning,2,1024,891,1.0,0.0,159,1.0,0.1552734375,0.8564453125,0.7644183773216032,0.1767578125,0.32649071358748777,0.38258317025440314,279,0.783203125,0.1941638608305275,20.25,
reasoning_00,reasoning,3,1024,887,1.0,0.0,159,1.0,0.1552734375,0.8349609375,0.7145650048875855,0.1884765625,0.36070381231671556,0.43052837573385516,279,0.703125,0.21082299887260428,20.627906976744185,
reasoning_01,reasoning,0,1024,896,1.0,0.0,0,0.0,1.0,1.0,1.0,0.115234375,0.19257086999022482,0.21526418786692758,283,1.0,0.12611607142857142,22.974358974358974,
reasoning_01,reasoning,1,1024,953,1.0,0.0,0,1.0,0.0,0.4560546875,0.1652003910068426,0.1328125,0.25219941348973607,0.3013698630136986,362,0.693359375,0.13955928646379853,25.756756756756758,
reasoning_01,reasoning,2,1024,924,1.0,0.0,0,1.0,0.0,0.587890625,0.29227761485826004,0.140625,0.26588465298142716,0.30528375733855184,367,1.0,0.15476190476190477,26.4,
reasoning_01,reasoning,3,1024,912,1.0,0.0,0,1.0,0.0,0.6015625,0.3128054740957967,0.12890625,0.2287390029325513,0.2583170254403131,314,1.0,0.1425438596491228,23.384615384615383,
reasoning_02,reasoning,0,1024,893,1.0,0.0,0,0.0,1.0,1.0,1.0,0.181640625,0.35386119257087,0.4158512720156556,526,0.69921875,0.20716685330347145,22.897435897435898,
reasoning_02,reasoning,1,1024,894,1.0,0.0,0,1.0,0.0,0.625,0.40664711632453576,0.146484375,0.30596285434995113,0.3767123287671233,574,0.6455078125,0.17337807606263983,22.923076923076923,
reasoning_02,reasoning,2,1024,902,1.0,0.0,43,1.0,0.0419921875,0.6015625,0.3098729227761486,0.1396484375,0.2541544477028348,0.28864970645792565,374,1.0,0.1541019955654102,20.5,
reasoning_02,reasoning,3,1024,908,1.0,0.0,120,1.0,0.1171875,0.7451171875,0.5356793743890518,0.2060546875,0.41837732160312807,0.5088062622309197,703,0.5283203125,0.2301762114537445,23.894736842105264,
reasoning_03,reasoning,0,1024,885,1.0,0.0,0,0.0,1.0,1.0,1.0,0.248046875,0.46432062561094817,0.5440313111545988,665,0.78515625,0.2711864406779661,26.029411764705884,
reasoning_03,reasoning,1,1024,889,1.0,0.0,291,1.0,0.2841796875,0.9814453125,0.9618768328445748,0.2431640625,0.4574780058651026,0.5342465753424658,655,0.8046875,0.2643419572553431,26.147058823529413,
reasoning_03,reasoning,2,1024,872,1.0,0.0,69,1.0,0.0673828125,0.5146484375,0.2756598240469208,0.2333984375,0.4838709677419355,0.6095890410958904,1006,0.271484375,0.27522935779816515,12.457142857142857,
reasoning_03,reasoning,3,1024,884,1.0,0.0,69,1.0,0.0673828125,0.6650390625,0.42521994134897356,0.2021484375,0.39296187683284456,0.48238747553816047,473,0.7724609375,0.2251131221719457,25.257142857142856,
reasoning_04,reasoning,0,1024,899,1.0,0.0,0,0.0,1.0,1.0,1.0,0.154296875,0.29227761485826004,0.350293542074364,419,0.9443359375,0.1735261401557286,24.2972972972973,
reasoning_04,reasoning,1,1024,892,1.0,0.0,18,1.0,0.017578125,0.7998046875,0.6402737047898338,0.18359375,0.34995112414467255,0.41682974559686886,497,0.841796875,0.20515695067264575,24.77777777777778,
reasoning_04,reasoning,2,1024,899,1.0,0.0,319,1.0,0.3115234375,0.978515625,0.9648093841642229,0.1533203125,0.29423264907135877,0.3522504892367906,421,0.9443359375,0.17018909899888765,24.2972972972973,
reasoning_04,reasoning,3,1024,889,1.0,0.0,18,1.0,0.017578125,0.779296875,0.6383186705767351,0.1767578125,0.3333333333333333,0.3953033268101761,491,0.9150390625,0.20022497187851518,24.694444444444443,
reasoning_05,reasoning,0,1024,910,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1865234375,0.36363636363636365,0.42367906066536204,595,0.90234375,0.2043956043956044,22.75,
reasoning_05,reasoning,1,1024,905,1.0,0.0,209,1.0,0.2041015625,0.8701171875,0.7996089931573802,0.16796875,0.3255131964809384,0.3904109589041096,430,0.916015625,0.1856353591160221,23.81578947368421,
reasoning_05,reasoning,2,1024,911,1.0,0.0,209,1.0,0.2041015625,0.8974609375,0.83088954056696,0.181640625,0.3489736070381232,0.41193737769080235,445,0.8896484375,0.19978046103183314,24.62162162162162,
reasoning_05,reasoning,3,1024,920,1.0,0.0,368,1.0,0.359375,0.775390625,0.5835777126099707,0.240234375,0.4946236559139785,0.598825831702544,538,0.51953125,0.26521739130434785,24.864864864864863,
reasoning_06,reasoning,0,1024,922,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0537109375,0.07331378299120235,0.08317025440313111,115,1.0,0.05639913232104121,16.17543859649123,
reasoning_06,reasoning,1,1024,915,1.0,0.0,46,1.0,0.044921875,0.611328125,0.48289345063538613,0.0732421875,0.11143695014662756,0.1232876712328767,149,1.0,0.07759562841530054,14.296875,
reasoning_06,reasoning,2,1024,915,1.0,0.0,46,1.0,0.044921875,0.611328125,0.48289345063538613,0.0732421875,0.11143695014662756,0.1232876712328767,149,1.0,0.07759562841530054,14.296875,
reasoning_06,reasoning,3,1024,922,1.0,0.0,0,1.0,0.0,0.3837890625,0.13196480938416422,0.13671875,0.24633431085043989,0.2720156555772994,247,1.0,0.14859002169197397,24.263157894736842,
reasoning_07,reasoning,0,1024,907,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2490234375,0.5171065493646139,0.6232876712328768,812,0.541015625,0.2745314222712238,22.121951219512194,
reasoning_07,reasoning,1,1024,887,1.0,0.0,26,1.0,0.025390625,0.6123046875,0.3304007820136852,0.2158203125,0.4125122189638319,0.46966731898238745,281,0.88671875,0.24239007891770012,19.282608695652176,
reasoning_07,reasoning,2,1024,865,1.0,0.0,43,1.0,0.0419921875,0.5205078125,0.29227761485826004,0.220703125,0.4418377321603128,0.5313111545988258,603,0.47265625,0.2543352601156069,12.357142857142858,
reasoning_07,reasoning,3,1024,891,1.0,0.0,0,1.0,0.0,0.5517578125,0.21603128054740958,0.22265625,0.4359726295210166,0.5420743639921722,684,0.716796875,0.25252525252525254,20.25,
reasoning_08,reasoning,0,1024,859,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1826171875,0.3118279569892473,0.34344422700587085,400,1.0,0.20372526193247964,22.605263157894736,
reasoning_08,reasoning,1,1024,867,1.0,0.0,143,1.0,0.1396484375,0.7685546875,0.6265884652981427,0.173828125,0.31085043988269795,0.3512720156555773,409,1.0,0.19953863898500576,24.771428571428572,
reasoning_08,reasoning,2,1024,867,1.0,0.0,143,1.0,0.1396484375,0.7685546875,0.6265884652981427,0.173828125,0.31085043988269795,0.3512720156555773,409,1.0,0.19953863898500576,24.771428571428572,
reasoning_08,reasoning,3,1024,853,1.0,0.0,53,1.0,0.0517578125,0.759765625,0.6001955034213099,0.158203125,0.2649071358748778,0.2896281800391389,342,1.0,0.17819460726846426,20.30952380952381,
reasoning_09,reasoning,0,1024,838,1.0,0.0,0,0.0,1.0,1.0,1.0,0.181640625,0.2961876832844575,0.32778864970645794,390,1.0,0.2100238663484487,17.458333333333332,
reasoning_09,reasoning,1,1024,840,1.0,0.0,76,1.0,0.07421875,0.720703125,0.4731182795698925,0.1513671875,0.2512218963831867,0.2837573385518591,346,1.0,0.1738095238095238,18.666666666666668,
reasoning_09,reasoning,2,1024,838,1.0,0.0,1024,0.0,1.0,1.0,1.0,0.181640625,0.2961876832844575,0.32778864970645794,390,1.0,0.2100238663484487,17.458333333333332,
reasoning_09,reasoning,3,1024,823,1.0,0.0,28,1.0,0.02734375,0.63671875,0.3831867057673509,0.181640625,0.3343108504398827,0.3904109589041096,484,1.0,0.212636695018226,18.288888888888888,
reasoning_10,reasoning,0,1024,885,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1513671875,0.29227761485826004,0.34540117416829746,389,0.9365234375,0.17401129943502824,23.289473684210527,
reasoning_10,reasoning,1,1024,886,1.0,0.0,0,1.0,0.0,0.6513671875,0.4046920821114369,0.193359375,0.3890518084066471,0.45499021526418787,353,0.8271484375,0.22234762979683972,22.15,
reasoning_10,reasoning,2,1024,890,1.0,0.0,0,1.0,0.0,0.6162109375,0.32160312805474095,0.2197265625,0.4467253176930596,0.5430528375733855,462,0.6376953125,0.23820224719101124,26.176470588235293,
reasoning_10,reasoning,3,1024,856,1.0,0.0,0,1.0,0.0,0.65625,0.38514173998044965,0.2041015625,0.3870967741935484,0.4344422700587084,400,0.8681640625,0.24299065420560748,21.4,
reasoning_11,reasoning,0,1024,921,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1494140625,0.26392961876832843,0.2984344422700587,357,1.0,0.15418023887079263,21.41860465116279,
reasoning_11,reasoning,1,1024,916,1.0,0.0,73,1.0,0.0712890625,0.9345703125,0.8856304985337243,0.1416015625,0.2482893450635386,0.2837573385518591,339,1.0,0.14519650655021835,19.91304347826087,
reasoning_11,reasoning,2,1024,916,1.0,0.0,73,1.0,0.0712890625,0.9326171875,0.8856304985337243,0.140625,0.24731182795698925,0.2827788649706458,340,1.0,0.14410480349344978,19.91304347826087,
reasoning_11,reasoning,3,1024,906,1.0,0.0,0,1.0,0.0,0.5732421875,0.27956989247311825,0.16015625,0.32453567937438904,0.38943248532289626,470,0.9326171875,0.17549668874172186,23.842105263157894,
reasoning_12,reasoning,0,1024,892,1.0,0.0,0,0.0,1.0,1.0,1.0,0.259765625,0.5327468230694037,0.6477495107632094,344,0.392578125,0.3060538116591928,22.871794871794872,
reasoning_12,reasoning,1,1024,871,1.0,0.0,210,1.0,0.205078125,0.6689453125,0.4555229716520039,0.1787109375,0.33822091886608013,0.3923679060665362,353,1.0,0.2020665901262916,21.24390243902439,
reasoning_12,reasoning,2,1024,891,1.0,0.0,373,1.0,0.3642578125,0.9912109375,0.9882697947214076,0.2568359375,0.5288367546432062,0.6457925636007827,344,0.392578125,0.3041526374859708,22.275,
reasoning_12,reasoning,3,1024,882,1.0,0.0,373,1.0,0.3642578125,0.8388671875,0.7204301075268817,0.2587890625,0.5298142717497556,0.6457925636007827,344,0.3583984375,0.31065759637188206,22.615384615384617,
reasoning_13,reasoning,0,1024,937,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1298828125,0.2697947214076246,0.33268101761252444,515,1.0,0.13980789754535752,23.425,
reasoning_13,reasoning,1,1024,946,1.0,0.0,65,1.0,0.0634765625,0.75390625,0.5777126099706745,0.1826171875,0.364613880742913,0.4608610567514677,352,0.6396484375,0.1945031712473573,27.823529411764707,
reasoning_13,reasoning,2,1024,937,1.0,0.0,65,1.0,0.0634765625,0.998046875,0.9960899315738025,0.1298828125,0.270772238514174,0.3336594911937378,516,1.0,0.13980789754535752,23.425,
reasoning_13,reasoning,3,1024,926,1.0,0.0,265,1.0,0.2587890625,0.8896484375,0.8123167155425219,0.126953125,0.2541544477028348,0.30528375733855184,457,1.0,0.13606911447084233,24.36842105263158,
reasoning_14,reasoning,0,1024,884,1.0,0.0,0,0.0,1.0,1.0,1.0,0.166015625,0.3098729227761486,0.34148727984344424,433,1.0,0.18552036199095023,22.1,
reasoning_14,reasoning,1,1024,900,1.0,0.0,14,1.0,0.013671875,0.578125,0.28934506353861195,0.19921875,0.39296187683284456,0.48140900195694714,626,0.673828125,0.22555555555555556,24.324324324324323,
reasoning_14,reasoning,2,1024,908,1.0,0.0,44,1.0,0.04296875,0.6708984375,0.4389051808406647,0.15625,0.2844574780058651,0.32289628180039137,305,1.0,0.1685022026431718,25.942857142857143,
reasoning_14,reasoning,3,1024,890,1.0,0.0,119,1.0,0.1162109375,0.8271484375,0.7086999022482894,0.1826171875,0.34408602150537637,0.38258317025440314,470,1.0,0.19775280898876405,19.77777777777778,
reasoning_15,reasoning,0,1024,928,1.0,0.0,0,0.0,1.0,1.0,1.0,0.17578125,0.36363636363636365,0.4246575342465753,486,0.8662109375,0.1875,24.473684210526315,
reasoning_15,reasoning,1,1024,932,1.0,0.0,215,1.0,0.2099609375,0.9521484375,0.9286412512218962,0.17578125,0.36656891495601174,0.42759295499021527,492,0.8525390625,0.18776824034334763,24.57894736842105,
reasoning_15,reasoning,2,1024,951,1.0,0.0,23,1.0,0.0224609375,0.642578125,0.31378299120234604,0.1787109375,0.36852394916911047,0.4471624266144814,291,0.798828125,0.19453207150368035,24.384615384615383,
reasoning_15,reasoning,3,1024,926,1.0,0.0,247,1.0,0.2412109375,0.916015625,0.8621700879765395,0.1904296875,0.3890518084066471,0.4500978473581213,503,0.8310546875,0.20302375809935205,25.027027027027028,
reasoning_16,reasoning,0,1024,891,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2021484375,0.40762463343108507,0.512720156555773,516,0.669921875,0.2244668911335578,19.8,
reasoning_16,reasoning,1,1024,921,1.0,0.0,46,1.0,0.044921875,0.6416015625,0.3577712609970675,0.1865234375,0.37732160312805474,0.4500978473581213,605,0.85546875,0.1986970684039088,23.615384615384617,
reasoning_16,reasoning,2,1024,892,1.0,0.0,284,1.0,0.27734375,0.951171875,0.9227761485826002,0.205078125,0.40860215053763443,0.5117416829745597,510,0.6396484375,0.22869955156950672,19.391304347826086,
reasoning_16,reasoning,3,1024,894,1.0,0.0,58,1.0,0.056640625,0.716796875,0.49364613880742914,0.1552734375,0.27663734115347016,0.3219178082191781,400,1.0,0.174496644295302,23.526315789473685,
reasoning_17,reasoning,0,1024,933,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1865234375,0.36852394916911047,0.44422700587084146,635,0.8408203125,0.19506966773847803,27.441176470588236,
reasoning_17,reasoning,1,1024,935,1.0,0.0,94,1.0,0.091796875,0.6845703125,0.4750733137829912,0.1748046875,0.3616813294232649,0.4637964774951076,535,0.6416015625,0.19037433155080213,25.27027027027027,
reasoning_17,reasoning,2,1024,928,1.0,0.0,94,1.0,0.091796875,0.736328125,0.5454545454545454,0.1640625,0.32160312805474095,0.3943248532289628,514,0.884765625,0.17672413793103448,25.77777777777778,
reasoning_17,reasoning,3,1024,926,1.0,0.0,94,1.0,0.091796875,0.759765625,0.5689149560117303,0.1689453125,0.3284457478005865,0.39823874755381605,504,0.9111328125,0.17926565874730022,25.027027027027028,
reasoning_18,reasoning,0,1024,858,1.0,0.0,0,0.0,1.0,1.0,1.0,0.279296875,0.5689149560117303,0.6947162426614482,924,0.26953125,0.3146853146853147,15.052631578947368,
reasoning_18,reasoning,1,1024,872,1.0,0.0,204,1.0,0.19921875,0.775390625,0.5904203323558163,0.296875,0.624633431085044,0.7778864970645792,1024,0.07421875,0.33715596330275227,16.452830188679247,
reasoning_18,reasoning,2,1024,862,1.0,0.0,176,1.0,0.171875,0.79296875,0.6695992179863147,0.255859375,0.5053763440860215,0.62426614481409,905,0.4208984375,0.28306264501160094,14.862068965517242,
reasoning_18,reasoning,3,1024,868,1.0,0.0,37,1.0,0.0361328125,0.6513671875,0.3587487781036168,0.3935546875,0.7429130009775171,0.8610567514677103,1023,0.0390625,0.43663594470046085,16.37735849056604,
reasoning_19,reasoning,0,1024,894,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1806640625,0.3411534701857282,0.3913894324853229,431,0.98828125,0.19686800894854586,18.625,
reasoning_19,reasoning,1,1024,903,1.0,0.0,157,1.0,0.1533203125,0.705078125,0.5151515151515151,0.197265625,0.41642228739002934,0.5146771037181996,466,0.673828125,0.2336655592469546,17.365384615384617,
reasoning_19,reasoning,2,1024,900,1.0,0.0,157,1.0,0.1533203125,0.7119140625,0.5161290322580645,0.1904296875,0.4027370478983382,0.5,460,0.6650390625,0.2222222222222222,16.666666666666668,
reasoning_19,reasoning,3,1024,917,1.0,0.0,233,1.0,0.2275390625,0.7587890625,0.6119257086999023,0.2060546875,0.4252199413489736,0.5156555772994129,525,0.611328125,0.22900763358778625,19.104166666666668,
