prompt_id,category,removed,n_tokens,n_words,len_ratio,stopped_early,divergence_tok,diverged,prefix_frac,uni_f1,big_f1,distinct_1,distinct_2,distinct_3,loop_onset,looped_frac,ttr,mean_sent_len,py_parse_frac
explain_13,explain,2,1024,910,1.0,0.0,123,1.0,0.1201171875,0.640625,0.3998044965786901,0.16796875,0.3509286412512219,0.45596868884540115,278,0.6513671875,0.1835164835164835,17.169811320754718,
explain_13,explain,3,1024,924,1.0,0.0,123,1.0,0.1201171875,0.73828125,0.6021505376344086,0.1171875,0.2101661779081134,0.25048923679060664,318,1.0,0.1266233766233766,23.1,
explain_14,explain,0,1024,842,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2490234375,0.509286412512219,0.6311154598825832,454,0.3251953125,0.2921615201900237,22.157894736842106,
explain_14,explain,1,1024,816,1.0,0.0,77,1.0,0.0751953125,0.73046875,0.49364613880742914,0.2490234375,0.5053763440860215,0.6193737769080235,546,0.3916015625,0.29534313725490197,20.923076923076923,
explain_14,explain,2,1024,816,1.0,0.0,77,1.0,0.0751953125,0.728515625,0.4946236559139785,0.2490234375,0.5063538611925709,0.6183953033268101,546,0.3916015625,0.29534313725490197,20.923076923076923,
explain_14,explain,3,1024,522,1.0,0.0,36,1.0,0.03515625,0.34375,0.21603128054740958,0.31640625,0.624633431085044,0.87279843444227,222,0.1318359375,0.60727969348659,2.3619909502262444,
explain_15,explain,0,1024,525,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1474609375,0.2805474095796676,0.34344422700587085,490,0.6875,0.259047619047619,22.82608695652174,
explain_15,explain,1,1024,848,1.0,0.0,17,1.0,0.0166015625,0.3642578125,0.2697947214076246,0.1455078125,0.2903225806451613,0.38649706457925637,460,0.7236328125,0.16037735849056603,14.620689655172415,
explain_15,explain,2,1024,846,1.0,0.0,17,1.0,0.0166015625,0.3720703125,0.2756598240469208,0.169921875,0.3411534701857282,0.45107632093933464,460,0.6123046875,0.18557919621749408,14.586206896551724,
explain_15,explain,3,1024,815,1.0,0.0,9,1.0,0.0087890625,0.3095703125,0.13587487781036167,0.0986328125,0.1681329423264907,0.19373776908023482,251,0.9677734375,0.10920245398773006,14.818181818181818,
explain_16,explain,0,1024,894,1.0,0.0,0,0.0,1.0,1.0,1.0,0.3232421875,0.6578690127077224,0.7827788649706457,689,0.2822265625,0.3579418344519016,19.866666666666667,
explain_16,explain,1,1024,640,1.0,0.0,281,1.0,0.2744140625,0.3955078125,0.3235581622678397,0.171875,0.3333333333333333,0.4060665362035225,509,0.5498046875,0.2515625,25.6,
explain_16,explain,2,1024,835,1.0,0.0,60,1.0,0.05859375,0.521484375,0.23851417399804498,0.189453125,0.3870967741935484,0.4794520547945205,440,0.8486328125,0.21676646706586827,18.152173913043477,
explain_16,explain,3,1024,803,1.0,0.0,78,1.0,0.076171875,0.509765625,0.25806451612903225,0.208984375,0.4291300097751711,0.5313111545988258,480,0.515625,0.2590286425902864,17.844444444444445,
explain_17,explain,0,1024,906,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1943359375,0.39100684261974583,0.46966731898238745,612,0.5791015625,0.217439293598234,21.571428571428573,
explain_17,explain,1,1024,870,1.0,0.0,204,1.0,0.19921875,0.5283203125,0.4506353861192571,0.1923828125,0.3724340175953079,0.461839530332681,1024,0.5888671875,0.2206896551724138,9.886363636363637,
explain_17,explain,2,1024,910,1.0,0.0,147,1.0,0.1435546875,0.6875,0.436950146627566,0.2333984375,0.48778103616813295,0.5909980430528375,392,0.5498046875,0.25824175824175827,21.666666666666668,
explain_17,explain,3,1024,909,1.0,0.0,6,1.0,0.005859375,0.697265625,0.45161290322580644,0.189453125,0.3812316715542522,0.45303326810176126,584,0.62890625,0.20902090209020902,20.2,
explain_18,explain,0,1024,881,1.0,0.0,0,0.0,1.0,1.0,1.0,0.216796875,0.38807429130009774,0.4520547945205479,536,0.6220703125,0.22814982973893302,22.58974358974359,
explain_18,explain,1,1024,833,1.0,0.0,88,1.0,0.0859375,0.4462890625,0.18670576735092861,0.2216796875,0.4203323558162268,0.48140900195694714,529,0.599609375,0.2533013205282113,22.513513513513512,
explain_18,explain,2,1024,807,1.0,0.0,85,1.0,0.0830078125,0.486328125,0.22189638318670576,0.2255859375,0.41055718475073316,0.4794520547945205,612,0.5390625,0.2664188351920694,15.264150943396226,
explain_18,explain,3,1024,845,1.0,0.0,85,1.0,0.0830078125,0.505859375,0.2619745845552297,0.1806640625,0.3225806451612903,0.3796477495107632,511,0.61328125,0.20118343195266272,15.962264150943396,
explain_19,explain,0,1024,908,1.0,0.0,0,0.0,1.0,1.0,1.0,0.12109375,0.20039100684261973,0.2191780821917808,271,0.8564453125,0.12665198237885464,22.146341463414632,
explain_19,explain,1,1024,926,1.0,0.0,44,1.0,0.04296875,0.5732421875,0.26588465298142716,0.21484375,0.4398826979472141,0.5420743639921722,495,0.546875,0.24838012958963282,23.15,
explain_19,explain,2,1024,876,1.0,0.0,0,1.0,0.0,0.572265625,0.3391984359726295,0.1259765625,0.23655913978494625,0.2974559686888454,340,0.8046875,0.14840182648401826,17.176470588235293,
explain_19,explain,3,1024,363,1.0,0.0,0,1.0,0.0,0.169921875,0.10654936461388075,0.107421875,0.18084066471163246,0.2054794520547945,255,0.7939453125,0.2865013774104683,45.375,
narrative_00,narrative,0,1024,903,1.0,0.0,0,0.0,1.0,1.0,1.0,0.087890625,0.14271749755620725,0.15851272015655576,189,1.0,0.08970099667774087,16.418181818181818,
narrative_00,narrative,1,1024,903,1.0,0.0,1024,0.0,1.0,1.0,1.0,0.087890625,0.14271749755620725,0.15851272015655576,189,1.0,0.08970099667774087,16.418181818181818,
narrative_00,narrative,2,1024,903,1.0,0.0,1024,0.0,1.0,1.0,1.0,0.087890625,0.14271749755620725,0.15851272015655576,189,1.0,0.08970099667774087,16.418181818181818,
narrative_00,narrative,3,1024,911,1.0,0.0,51,1.0,0.0498046875,0.53515625,0.2238514173998045,0.1806640625,0.37145650048875856,0.45596868884540115,342,0.576171875,0.2030735455543359,13.426470588235293,
narrative_01,narrative,0,1024,874,1.0,0.0,0,0.0,1.0,1.0,1.0,0.228515625,0.4858260019550342,0.6056751467710372,545,0.498046875,0.2700228832951945,21.85,
narrative_01,narrative,1,1024,882,1.0,0.0,0,1.0,0.0,0.583984375,0.23558162267839688,0.2197265625,0.4447702834799609,0.5303326810176126,650,0.767578125,0.25170068027210885,17.294117647058822,
narrative_01,narrative,2,1024,890,1.0,0.0,0,1.0,0.0,0.55859375,0.20039100684261973,0.2099609375,0.4027370478983382,0.46771037181996084,538,0.986328125,0.23595505617977527,17.115384615384617,
narrative_01,narrative,3,1024,890,1.0,0.0,0,1.0,0.0,0.552734375,0.2013685239491691,0.2255859375,0.4310850439882698,0.49706457925636005,565,0.93359375,0.24719101123595505,18.163265306122447,
narrative_02,narrative,0,1024,878,1.0,0.0,0,0.0,1.0,1.0,1.0,0.25,0.49560117302052786,0.5821917808219178,667,0.5029296875,0.29043280182232345,14.491803278688524,
narrative_02,narrative,1,1024,847,1.0,0.0,56,1.0,0.0546875,0.5546875,0.24926686217008798,0.2412109375,0.5190615835777126,0.6223091976516634,758,0.56640625,0.2798110979929162,10.414634146341463,
narrative_02,narrative,2,1024,774,1.0,0.0,187,1.0,0.1826171875,0.4150390625,0.28347996089931576,0.2265625,0.40762463343108507,0.461839530332681,528,0.51171875,0.28294573643410853,8.644444444444444,
narrative_02,narrative,3,1024,835,1.0,0.0,56,1.0,0.0546875,0.5283203125,0.21994134897360704,0.2255859375,0.43792766373411535,0.5264187866927593,413,0.474609375,0.25988023952095807,12.014285714285714,
narrative_03,narrative,0,1024,906,1.0,0.0,0,0.0,1.0,1.0,1.0,0.19140625,0.3763440860215054,0.43933463796477495,510,1.0,0.22185430463576158,17.09433962264151,
narrative_03,narrative,1,1024,901,1.0,0.0,136,1.0,0.1328125,0.76953125,0.5757575757575758,0.173828125,0.3284457478005865,0.37573385518590996,419,1.0,0.19089900110987792,17,
narrative_03,narrative,2,1024,922,1.0,0.0,398,1.0,0.388671875,0.7236328125,0.5259042033235581,0.193359375,0.39882697947214074,0.48140900195694714,506,0.6484375,0.22342733188720174,18.816326530612244,
narrative_03,narrative,3,1024,361,1.0,0.0,199,1.0,0.1943359375,0.3291015625,0.2619745845552297,0.1923828125,0.3489736070381232,0.40117416829745595,441,0.59375,0.5041551246537396,16.40909090909091,
narrative_04,narrative,0,1024,889,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1494140625,0.27370478983382207,0.324853228962818,399,0.7080078125,0.16760404949381327,20.674418604651162,
narrative_04,narrative,1,1024,828,1.0,0.0,26,1.0,0.025390625,0.5625,0.3782991202346041,0.146484375,0.27174975562072334,0.31702544031311153,377,0.6689453125,0.17753623188405798,15.622641509433961,
narrative_04,narrative,2,1024,851,1.0,0.0,0,1.0,0.0,0.38671875,0.12805474095796676,0.16015625,0.2913000977517107,0.33268101761252444,371,1.0,0.18331374853113983,13.950819672131148,
narrative_04,narrative,3,1024,925,1.0,0.0,4,1.0,0.00390625,0.3681640625,0.12023460410557185,0.1064453125,0.20332355816226785,0.2455968688845401,302,0.7890625,0.11675675675675676,14.453125,
narrative_05,narrative,0,1024,962,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1201171875,0.2404692082111437,0.30919765166340507,427,0.71484375,0.13097713097713098,17.814814814814813,
narrative_05,narrative,1,1024,952,1.0,0.0,341,1.0,0.3330078125,0.705078125,0.5591397849462365,0.1279296875,0.2482893450635386,0.31702544031311153,428,0.701171875,0.13970588235294118,19.428571428571427,
narrative_05,narrative,2,1024,961,1.0,0.0,231,1.0,0.2255859375,0.5576171875,0.3255131964809384,0.1015625,0.19452590420332355,0.25244618395303325,354,0.763671875,0.11238293444328824,20.020833333333332,
narrative_05,narrative,3,1024,949,1.0,0.0,133,1.0,0.1298828125,0.7275390625,0.5738025415444771,0.1171875,0.22287390029325513,0.2847358121330724,386,0.7265625,0.1285563751317176,17.254545454545454,
narrative_06,narrative,0,1024,887,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2099609375,0.42717497556207235,0.5,580,0.904296875,0.24577226606538896,18.102040816326532,
narrative_06,narrative,1,1024,902,1.0,0.0,61,1.0,0.0595703125,0.5546875,0.260019550342131,0.193359375,0.3704789833822092,0.4295499021526419,516,1.0,0.21286031042128603,20.976744186046513,
narrative_06,narrative,2,1024,933,1.0,0.0,61,1.0,0.0595703125,0.4375,0.1710654936461388,0.1357421875,0.24926686217008798,0.2984344422700587,390,0.775390625,0.15219721329046088,21.697674418604652,
narrative_06,narrative,3,1024,888,1.0,0.0,153,1.0,0.1494140625,0.6826171875,0.41935483870967744,0.1943359375,0.38220918866080156,0.44129158512720157,500,1.0,0.22072072072072071,19.733333333333334,
narrative_07,narrative,0,1024,863,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1494140625,0.2805474095796676,0.337573385518591,410,0.6884765625,0.17033603707995365,16.92156862745098,
narrative_07,narrative,1,1024,918,1.0,0.0,24,1.0,0.0234375,0.34765625,0.1241446725317693,0.216796875,0.43010752688172044,0.5332681017612525,939,0.4677734375,0.24618736383442266,12.253333333333334,
narrative_07,narrative,2,1024,851,1.0,0.0,24,1.0,0.0234375,0.3505859375,0.1241446725317693,0.1357421875,0.23949169110459434,0.2837573385518591,385,0.814453125,0.15746180963572268,9.781609195402298,
narrative_07,narrative,3,1024,850,1.0,0.0,24,1.0,0.0234375,0.4267578125,0.14076246334310852,0.1484375,0.260019550342131,0.2974559686888454,347,1.0,0.1635294117647059,11.805555555555555,
narrative_08,narrative,0,1024,837,1.0,0.0,0,0.0,1.0,1.0,1.0,0.4658203125,0.844574780058651,0.9461839530332681,1024,0.0,0.5185185185185185,14.964285714285714,
narrative_08,narrative,1,1024,876,1.0,0.0,21,1.0,0.0205078125,0.43359375,0.1026392961876833,0.1630859375,0.2913000977517107,0.3424657534246575,407,1.0,0.18835616438356165,14.6,
narrative_08,narrative,2,1024,905,1.0,0.0,85,1.0,0.0830078125,0.5029296875,0.21212121212121215,0.21484375,0.39002932551319647,0.44031311154598823,504,1.0,0.2408839779005525,15.338983050847459,
narrative_08,narrative,3,1024,885,1.0,0.0,61,1.0,0.0595703125,0.47265625,0.17204301075268819,0.2080078125,0.40762463343108507,0.49021526418786693,594,0.904296875,0.24293785310734464,14.047619047619047,
narrative_09,narrative,0,1024,763,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1796875,0.33724340175953077,0.3904109589041096,351,0.796875,0.24508519003931847,7.4766355140186915,
narrative_09,narrative,1,1024,775,1.0,0.0,250,1.0,0.244140625,0.7763671875,0.6392961876832844,0.154296875,0.28347996089931576,0.32093933463796476,352,0.9130859375,0.2129032258064516,8.03960396039604,
narrative_09,narrative,2,1024,775,1.0,0.0,250,1.0,0.244140625,0.7763671875,0.6392961876832844,0.154296875,0.28347996089931576,0.32093933463796476,352,0.9130859375,0.2129032258064516,8.03960396039604,
narrative_09,narrative,3,1024,774,1.0,0.0,250,1.0,0.244140625,0.7744140625,0.6412512218963832,0.1533203125,0.27956989247311825,0.31604696673189825,347,0.9130859375,0.20930232558139536,8.029702970297029,
narrative_10,narrative,0,1024,904,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1962890625,0.36070381231671556,0.4246575342465753,529,1.0,0.21460176991150443,13.907692307692308,
narrative_10,narrative,1,1024,913,1.0,0.0,148,1.0,0.14453125,0.6611328125,0.4418377321603128,0.171875,0.3225806451612903,0.3610567514677104,408,1.0,0.18948521358159912,15.474576271186441,
narrative_10,narrative,2,1024,886,1.0,0.0,6,1.0,0.005859375,0.505859375,0.1935483870967742,0.20703125,0.4095796676441838,0.5136986301369864,651,0.689453125,0.2325056433408578,23.31578947368421,
narrative_10,narrative,3,1024,861,1.0,0.0,6,1.0,0.005859375,0.458984375,0.15640273704789834,0.19140625,0.34995112414467255,0.39823874755381605,460,1.0,0.21022067363530778,17.9375,
narrative_11,narrative,0,1024,888,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2109375,0.4613880742913001,0.589041095890411,759,0.5595703125,0.25900900900900903,12.971014492753623,
narrative_11,narrative,1,1024,846,1.0,0.0,310,1.0,0.302734375,0.7080078125,0.4858260019550342,0.2646484375,0.6021505376344086,0.773972602739726,1019,0.1259765625,0.3486997635933806,11.155844155844155,
narrative_11,narrative,2,1024,911,1.0,0.0,337,1.0,0.3291015625,0.6923828125,0.5043988269794721,0.24609375,0.5425219941348973,0.6692759295499021,863,0.337890625,0.28869374313940727,16.087719298245613,
narrative_11,narrative,3,1024,938,1.0,0.0,3,1.0,0.0029296875,0.5224609375,0.22580645161290322,0.1865234375,0.3626588465298143,0.4383561643835616,567,0.6162109375,0.19722814498933902,22.357142857142858,
narrative_12,narrative,0,1024,933,1.0,0.0,0,0.0,1.0,1.0,1.0,0.126953125,0.22580645161290322,0.26418786692759294,328,0.76171875,0.12861736334405144,17.60377358490566,
narrative_12,narrative,1,1024,904,1.0,0.0,20,1.0,0.01953125,0.458984375,0.14565004887585534,0.166015625,0.33822091886608013,0.40998043052837574,454,0.7021484375,0.1847345132743363,15.322033898305085,
narrative_12,narrative,2,1024,914,1.0,0.0,20,1.0,0.01953125,0.4921875,0.15347018572825025,0.1318359375,0.24926686217008798,0.29158512720156554,329,0.9072265625,0.13785557986870897,15.233333333333333,
narrative_12,narrative,3,1024,878,1.0,0.0,20,1.0,0.01953125,0.4912109375,0.20039100684261973,0.1826171875,0.36656891495601174,0.45107632093933464,484,0.630859375,0.21298405466970388,13.71875,
narrative_13,narrative,0,1024,935,1.0,0.0,0,0.0,1.0,1.0,1.0,0.203125,0.4340175953079179,0.5371819960861057,621,0.4658203125,0.2192513368983957,15.583333333333334,
narrative_13,narrative,1,1024,894,1.0,0.0,0,1.0,0.0,0.39453125,0.11827956989247312,0.1357421875,0.2844574780058651,0.36203522504892366,403,0.6494140625,0.1610738255033557,19.434782608695652,
narrative_13,narrative,2,1024,867,1.0,0.0,18,1.0,0.017578125,0.3798828125,0.16617790811339198,0.091796875,0.16617790811339198,0.19667318982387474,272,0.81640625,0.1061130334486736,11.407894736842104,
narrative_13,narrative,3,1024,885,1.0,0.0,8,1.0,0.0078125,0.478515625,0.17497556207233628,0.1533203125,0.29227761485826004,0.35714285714285715,437,1.0,0.17627118644067796,10.792682926829269,
narrative_14,narrative,0,1024,921,1.0,0.0,0,0.0,1.0,1.0,1.0,0.0712890625,0.11730205278592376,0.14090019569471623,190,0.8935546875,0.07709011943539631,18.42,
narrative_14,narrative,1,1024,921,1.0,0.0,1024,0.0,1.0,1.0,1.0,0.0712890625,0.11730205278592376,0.14090019569471623,190,0.8935546875,0.07709011943539631,18.42,
narrative_14,narrative,2,1024,921,1.0,0.0,1024,0.0,1.0,1.0,1.0,0.0712890625,0.11730205278592376,0.14090019569471623,190,0.8935546875,0.07709011943539631,18.42,
narrative_14,narrative,3,1024,886,1.0,0.0,109,1.0,0.1064453125,0.5498046875,0.35483870967741943,0.0576171875,0.08993157380254155,0.10273972602739725,129,1.0,0.06320541760722348,15.821428571428571,
narrative_15,narrative,0,1024,893,1.0,0.0,0,0.0,1.0,1.0,1.0,0.20703125,0.40371456500488756,0.4598825831702544,513,1.0,0.23180291153415453,17.173076923076923,
narrative_15,narrative,1,1024,899,1.0,0.0,33,1.0,0.0322265625,0.638671875,0.32160312805474095,0.2177734375,0.41935483870967744,0.48238747553816047,563,0.9375,0.2436040044493882,17.705882352941178,
narrative_15,narrative,2,1024,905,1.0,0.0,33,1.0,0.0322265625,0.65625,0.3391984359726295,0.16796875,0.3147605083088954,0.35518590998043054,314,1.0,0.18453038674033148,19.67391304347826,
narrative_15,narrative,3,1024,887,1.0,0.0,33,1.0,0.0322265625,0.6201171875,0.2883675464320626,0.177734375,0.3333333333333333,0.3639921722113503,401,1.0,0.19729425028184894,16.272727272727273,
narrative_16,narrative,0,1024,868,1.0,0.0,0,0.0,1.0,1.0,1.0,0.25390625,0.49853372434017595,0.5665362035225049,624,0.818359375,0.2868663594470046,13.841269841269842,
narrative_16,narrative,1,1024,830,1.0,0.0,112,1.0,0.109375,0.5908203125,0.30596285434995113,0.3251953125,0.6793743890518084,0.8062622309197651,903,0.16015625,0.3963855421686747,9.488636363636363,
narrative_16,narrative,2,1024,864,1.0,0.0,100,1.0,0.09765625,0.6337890625,0.3597262952101662,0.2890625,0.5992179863147605,0.7123287671232876,788,0.498046875,0.3402777777777778,13.415384615384616,
narrative_16,narrative,3,1024,891,1.0,0.0,100,1.0,0.09765625,0.603515625,0.2913000977517107,0.265625,0.5620723362658846,0.6917808219178082,593,0.3916015625,0.30303030303030304,14.19047619047619,
narrative_17,narrative,0,1024,667,1.0,0.0,0,0.0,1.0,1.0,1.0,0.232421875,0.4613880742913001,0.550880626223092,621,0.4169921875,0.3553223388305847,5.566666666666666,
narrative_17,narrative,1,1024,853,1.0,0.0,165,1.0,0.1611328125,0.4716796875,0.29716520039100686,0.2333984375,0.4506353861192571,0.5401174168297456,288,0.751953125,0.2719812426729191,15.50909090909091,
narrative_17,narrative,2,1024,895,1.0,0.0,49,1.0,0.0478515625,0.408203125,0.19648093841642228,0.2509765625,0.5161290322580645,0.6487279843444227,776,0.3564453125,0.288268156424581,19.88888888888889,
narrative_17,narrative,3,1024,679,1.0,0.0,193,1.0,0.1884765625,0.818359375,0.7067448680351907,0.212890625,0.4232649071358749,0.5019569471624267,606,0.431640625,0.30927835051546393,5.803418803418803,
narrative_18,narrative,0,1024,936,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1875,0.36852394916911047,0.4520547945205479,609,0.59765625,0.21474358974358973,19.5,
narrative_18,narrative,1,1024,916,1.0,0.0,306,1.0,0.298828125,0.5048828125,0.35483870967741943,0.1328125,0.25513196480938416,0.3111545988258317,394,0.732421875,0.14956331877729256,16.962962962962962,
narrative_18,narrative,2,1024,906,1.0,0.0,0,1.0,0.0,0.53515625,0.22287390029325513,0.16015625,0.3010752688172043,0.3610567514677104,432,0.671875,0.18322295805739514,14.852459016393443,
narrative_18,narrative,3,1024,919,1.0,0.0,0,1.0,0.0,0.6728515625,0.386119257086999,0.2294921875,0.4701857282502444,0.5753424657534246,795,0.4677734375,0.2600652883569097,15.576271186440678,
narrative_19,narrative,0,1024,822,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1064453125,0.17497556207233628,0.19960861056751467,242,0.88671875,0.11435523114355231,8.74468085106383,
narrative_19,narrative,1,1024,862,1.0,0.0,103,1.0,0.1005859375,0.3359375,0.18084066471163246,0.2021484375,0.386119257086999,0.4774951076320939,628,0.4560546875,0.23201856148491878,14.131147540983607,
narrative_19,narrative,2,1024,826,1.0,0.0,0,1.0,0.0,0.400390625,0.11534701857282502,0.2724609375,0.4555229716520039,0.5019569471624267,560,0.955078125,0.29782082324455206,10.894736842105264,
narrative_19,narrative,3,1024,822,1.0,0.0,1024,0.0,1.0,1.0,1.0,0.1064453125,0.17497556207233628,0.19960861056751467,242,0.88671875,0.11435523114355231,8.74468085106383,
narrative_20,narrative,0,1024,873,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1767578125,0.364613880742913,0.4246575342465753,482,1.0,0.20618556701030927,14.796610169491526,
narrative_20,narrative,1,1024,881,1.0,0.0,318,1.0,0.310546875,0.8837890625,0.7917888563049852,0.166015625,0.34408602150537637,0.4080234833659491,471,1.0,0.19409761634506242,15.732142857142858,
narrative_20,narrative,2,1024,877,1.0,0.0,285,1.0,0.2783203125,0.8759765625,0.7878787878787878,0.173828125,0.3460410557184751,0.4080234833659491,471,1.0,0.20752565564424175,15.660714285714286,
narrative_20,narrative,3,1024,880,1.0,0.0,33,1.0,0.0322265625,0.61328125,0.2785923753665689,0.232421875,0.49560117302052786,0.5958904109589042,668,0.4287109375,0.28863636363636364,17,
narrative_21,narrative,0,1024,879,1.0,0.0,0,0.0,1.0,1.0,1.0,0.3125,0.6598240469208211,0.8297455968688845,1024,0.078125,0.36860068259385664,16.58490566037736,
narrative_21,narrative,1,1024,917,1.0,0.0,53,1.0,0.0517578125,0.51953125,0.22580645161290322,0.2294921875,0.4838709677419355,0.5841487279843445,749,0.474609375,0.2595419847328244,18.34,
narrative_21,narrative,2,1024,898,1.0,0.0,53,1.0,0.0517578125,0.5673828125,0.25513196480938416,0.1650390625,0.30791788856304986,0.350293542074364,416,1.0,0.18485523385300667,16.943396226415093,
narrative_21,narrative,3,1024,887,1.0,0.0,53,1.0,0.0517578125,0.564453125,0.2785923753665689,0.1875,0.3519061583577713,0.3904109589041096,435,1.0,0.20293122886133033,17.057692307692307,
narrative_22,narrative,0,1024,902,1.0,0.0,0,0.0,1.0,1.0,1.0,0.208984375,0.43499511241446726,0.5352250489236791,638,0.791015625,0.2361419068736142,15.551724137931034,
narrative_22,narrative,1,1024,925,1.0,0.0,5,1.0,0.0048828125,0.5166015625,0.15933528836754643,0.09375,0.17497556207233628,0.21330724070450097,285,0.8125,0.10810810810810811,18.5,
narrative_22,narrative,2,1024,897,1.0,0.0,0,1.0,0.0,0.576171875,0.2179863147605083,0.2119140625,0.4232649071358749,0.5088062622309197,595,0.875,0.23857302118171683,18.6875,
narrative_22,narrative,3,1024,921,1.0,0.0,5,1.0,0.0048828125,0.46484375,0.1681329423264907,0.0888671875,0.1603128054740958,0.19373776908023482,256,0.818359375,0.10097719869706841,17.71153846153846,
narrative_23,narrative,0,1024,876,1.0,0.0,0,0.0,1.0,1.0,1.0,0.181640625,0.3548387096774194,0.4050880626223092,461,1.0,0.21575342465753425,15.10344827586207,
narrative_23,narrative,1,1024,871,1.0,0.0,322,1.0,0.314453125,0.9345703125,0.8895405669599218,0.185546875,0.36070381231671556,0.41389432485322897,470,1.0,0.2227324913892078,15.017241379310345,
narrative_23,narrative,2,1024,873,1.0,0.0,345,1.0,0.3369140625,0.94140625,0.9149560117302052,0.1787109375,0.34017595307917886,0.388454011741683,442,1.0,0.21305841924398625,14.55,
narrative_23,narrative,3,1024,896,1.0,0.0,114,1.0,0.111328125,0.71875,0.5425219941348973,0.185546875,0.35581622678396874,0.3953033268101761,442,1.0,0.20647321428571427,17.23076923076923,
narrative_24,narrative,0,1024,871,1.0,0.0,0,0.0,1.0,1.0,1.0,0.18359375,0.35777126099706746,0.41291585127201563,513,0.646484375,0.21469575200918484,16.75,
narrative_24,narrative,1,1024,882,1.0,0.0,265,1.0,0.2587890625,0.52734375,0.31867057673509286,0.16796875,0.32453567937438904,0.38943248532289626,340,0.7158203125,0.19160997732426305,21.51219512195122,
narrative_24,narrative,2,1024,845,1.0,0.0,0,1.0,0.0,0.3359375,0.06549364613880743,0.1591796875,0.2825024437927664,0.3336594911937378,390,0.732421875,0.17633136094674556,11,
narrative_24,narrative,3,1024,823,1.0,0.0,0,1.0,0.0,0.3642578125,0.06451612903225806,0.169921875,0.33235581622678395,0.3953033268101761,463,0.7197265625,0.20534629404617255,11.173333333333334,
procedure_00,procedure,0,1024,885,1.0,0.0,0,0.0,1.0,1.0,1.0,0.326171875,0.6754643206256109,0.8170254403131115,1024,0.0,0.3864406779661017,12.826086956521738,
procedure_00,procedure,1,1024,864,1.0,0.0,126,1.0,0.123046875,0.80078125,0.6539589442815249,0.294921875,0.592375366568915,0.7015655577299413,856,0.34765625,0.3599537037037037,11.675675675675675,
procedure_00,procedure,2,1024,853,1.0,0.0,19,1.0,0.0185546875,0.73046875,0.509286412512219,0.3544921875,0.7047898338220919,0.8424657534246576,1024,0.01953125,0.42555685814771393,12.014084507042254,
procedure_00,procedure,3,1024,872,1.0,0.0,35,1.0,0.0341796875,0.7861328125,0.6451612903225806,0.302734375,0.6129032258064516,0.7318982387475538,900,0.29296875,0.3704128440366973,12.28169014084507,
procedure_01,procedure,0,1024,891,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1044921875,0.198435972629521,0.26810176125244617,205,0.81640625,0.12345679012345678,8.735294117647058,
procedure_01,procedure,1,1024,870,1.0,0.0,73,1.0,0.0712890625,0.490234375,0.23851417399804498,0.1611328125,0.29716520039100686,0.38258317025440314,447,0.6962890625,0.18160919540229886,10.116279069767442,
procedure_01,procedure,2,1024,824,1.0,0.0,73,1.0,0.0712890625,0.5400390625,0.3509286412512219,0.1552734375,0.2883675464320626,0.3835616438356164,1024,0.7431640625,0.18810679611650485,6.866666666666666,
procedure_01,procedure,3,1024,855,1.0,0.0,73,1.0,0.0712890625,0.6005859375,0.3870967741935484,0.125,0.23362658846529813,0.3062622309197652,264,0.7646484375,0.14269005847953217,9.293478260869565,
procedure_02,procedure,0,1024,608,1.0,0.0,0,0.0,1.0,1.0,1.0,0.2724609375,0.5268817204301075,0.639921722113503,838,0.5341796875,0.3848684210526316,9.253521126760564,
procedure_02,procedure,1,1024,626,1.0,0.0,191,1.0,0.1865234375,0.443359375,0.28934506353861195,0.1904296875,0.36950146627565983,0.44129158512720157,536,0.7841796875,0.2715654952076677,20.548387096774192,
procedure_02,procedure,2,1024,602,1.0,0.0,191,1.0,0.1865234375,0.970703125,0.956989247311828,0.2724609375,0.5219941348973607,0.6389432485322897,840,0.5283203125,0.38372093023255816,9.055555555555555,
procedure_02,procedure,3,1024,830,1.0,0.0,23,1.0,0.0224609375,0.2900390625,0.15542521994134897,0.185546875,0.3519061583577713,0.4354207436399217,637,0.8447265625,0.21927710843373494,13.60655737704918,
procedure_03,procedure,0,1024,895,1.0,0.0,0,0.0,1.0,1.0,1.0,0.1279296875,0.25024437927663734,0.3199608610567515,609,0.7705078125,0.14748603351955308,7.850877192982456,
procedure_03,procedure,1,1024,843,1.0,0.0,99,1.0,0.0966796875,0.587890625,0.364613880742913,0.1474609375,0.270772238514174,0.350293542074364,381,0.7412109375,0.1767497034400949,8.43,
